"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1578","Login with username at max length","chromium","Fri Jul 18 02:33:40 GMT 2025","passed","Fri Jul 18 02:33:41 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","1549","Login with username having XSS attack","chromium","Fri Jul 18 02:35:28 GMT 2025","passed","Fri Jul 18 02:35:30 GMT 2025","Verify the user login with XSS attack","e2e-login.spec.ts","",""
"","1495","Login with valid username having special characters","chromium","Fri Jul 18 02:33:09 GMT 2025","passed","Fri Jul 18 02:33:10 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","1315","Login with empty password","chromium","Fri Jul 18 02:33:06 GMT 2025","passed","Fri Jul 18 02:33:08 GMT 2025","Verify the user leaves empty fields","e2e-login.spec.ts","",""
"","1489","Cancel reset password","chromium","Fri Jul 18 02:35:34 GMT 2025","passed","Fri Jul 18 02:35:35 GMT 2025","Verify the password reset functionality","e2e-login.spec.ts","",""
"","6035","Login with mixed case username","chromium","Fri Jul 18 02:34:24 GMT 2025","failed","Fri Jul 18 02:34:30 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1697","Login with valid password having special characters","chromium","Fri Jul 18 02:33:10 GMT 2025","passed","Fri Jul 18 02:33:12 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","1677","Login with username with first letter uppercase","chromium","Fri Jul 18 02:34:08 GMT 2025","passed","Fri Jul 18 02:34:09 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","2213","Reset password with valid username","chromium","Fri Jul 18 02:35:32 GMT 2025","passed","Fri Jul 18 02:35:34 GMT 2025","Verify the password reset functionality","e2e-login.spec.ts","",""
"","1582","Login with username at min length","chromium","Fri Jul 18 02:33:44 GMT 2025","passed","Fri Jul 18 02:33:45 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","1572","Login with username having whitespace at the beginning","chromium","Fri Jul 18 02:33:34 GMT 2025","passed","Fri Jul 18 02:33:36 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","1983","Login with an invalid password","chromium","Fri Jul 18 02:33:03 GMT 2025","passed","Fri Jul 18 02:33:05 GMT 2025","Verify the user login with invalid account","e2e-login.spec.ts","",""
"","1699","Login with password in lowercase","chromium","Fri Jul 18 02:35:16 GMT 2025","passed","Fri Jul 18 02:35:17 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","1735","Login with username in Arabic","chromium","Fri Jul 18 02:35:21 GMT 2025","passed","Fri Jul 18 02:35:23 GMT 2025","Verify the user login with multi-languages","e2e-login.spec.ts","",""
"","4317","Multiple failed login attempts","chromium","Fri Jul 18 02:35:59 GMT 2025","passed","Fri Jul 18 02:36:03 GMT 2025","Verify the user login with multiple attempts","e2e-login.spec.ts","",""
"","1451","Login with username having emojis","chromium","Fri Jul 18 02:35:56 GMT 2025","passed","Fri Jul 18 02:35:57 GMT 2025","Verify the user login with emojis","e2e-login.spec.ts","",""
"","2032","Login with password at max length","chromium","Fri Jul 18 02:33:41 GMT 2025","passed","Fri Jul 18 02:33:44 GMT 2025","Verify the user login with max/min length","e2e-login.spec.ts","",""
"","1661","Login with invalid username having special characters","chromium","Fri Jul 18 02:33:12 GMT 2025","passed","Fri Jul 18 02:33:14 GMT 2025","Verify the user login with special characters","e2e-login.spec.ts","",""
"","1068","Login with empty username","chromium","Fri Jul 18 02:33:05 GMT 2025","passed","Fri Jul 18 02:33:06 GMT 2025","Verify the user leaves empty fields","e2e-login.spec.ts","",""
"","6046","Login with username having whitespace at the end","chromium","Fri Jul 18 02:33:28 GMT 2025","failed","Fri Jul 18 02:33:34 GMT 2025","Verify the user login with white spaces","e2e-login.spec.ts","",""
"","6020","Login with password with first letter uppercase","chromium","Fri Jul 18 02:35:07 GMT 2025","failed","Fri Jul 18 02:35:13 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","6056","Login with username in uppercase","chromium","Fri Jul 18 02:34:01 GMT 2025","failed","Fri Jul 18 02:34:07 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
"","6126","Login with username in lowercase","chromium","Fri Jul 18 02:34:44 GMT 2025","failed","Fri Jul 18 02:34:51 GMT 2025","Verify the user login with case sensitivity","e2e-login.spec.ts","",""
